Server Type,Storage Type,Response Type,Test Name,Custom,Req/Connections,Connections,Completed,Failed,Total Time (s),Total transferred (bytes),req/sec,msec/req,msec/req concurrent,KB/sec,Connect mean (ms),Connect std (ms),Processing mean (ms),Processing std (ms),Waiting mean (ms),Waiting std (ms),Total mean (ms),Total std (ms),URL
m1.medium,cache,Text,Weighted Overlay,256x256,500,20,500,42,18.267,53950,27.37,730.665,36.533,2.88,0,1.7,721,138.3,721,138.1,722,138,http://localhost:8000/wo/cache_rast1-small/cache_rast2-small/3/7/false
m1.medium,cache,Text,Weighted Overlay,1408x1408,500,20,500,54,368.913,54441,1.36,14756.53,737.826,0.14,0,0.8,14584,1500.6,14583,1500.5,14584,1500.2,http://localhost:8000/wo/cache_rast1-med/cache_rast2-med/3/7/false
m1.medium,local,PNG,Weighted Overlay,256x256,500,20,500,0,20.949,19848500,23.87,837.966,41.898,925.25,0,1.2,828,162,826,160.6,828,161.7,http://localhost:8000/wo/local_rast1-small/local_rast2-small/3/7/true
m1.medium,local,Text,Weighted Overlay,256x256,500,20,500,54,20.624,53941,24.24,824.968,41.248,2.55,0,0.7,815,135.6,814,135.3,815,135.4,http://localhost:8000/wo/local_rast1-small/local_rast2-small/3/7/false
m1.medium,local,Text,Weighted Overlay,1408x1408,500,20,500,43,370.071,54453,1.35,14802.833,740.142,0.14,0,0.6,14635,1508.2,14635,1508.2,14636,1508,http://localhost:8000/wo/local_rast1-med/local_rast2-med/3/7/false
m1.medium,cache,PNG,Hillshade,256x256,500,20,500,0,109.484,18210500,4.57,4379.341,218.967,162.43,0,1.7,4326,439.3,4325,439.3,4326,438.7,http://localhost:8000/hillshade-con/cache_rast1-small/5/true
m1.medium,cache,PNG,Hillshade,256x256,500,20,500,0,92.298,17181500,5.42,3691.933,184.597,181.79,0,1.1,3646,476.9,3646,476.8,3647,476.5,http://localhost:8000/hillshade/cache_rast1-small/5/true
m1.medium,local,PNG,Hillshade,256x256,500,20,500,0,108.78,18210500,4.6,4351.181,217.559,163.48,0,3,4297,439.4,4296,438.7,4297,437.4,http://localhost:8000/hillshade-con/local_rast1-small/5/true
m1.medium,local,PNG,Hillshade,256x256,500,20,500,0,92.479,17181500,5.41,3699.169,184.958,181.43,0,1,3652,446,3652,445.9,3652,445.6,http://localhost:8000/hillshade/local_rast1-small/5/true
m1.small,cache,PNG,Weighted Overlay,256x256,500,20,500,0,56.886,19848500,8.79,2275.424,113.771,340.74,0,0.2,2257,1108.9,2254,1108.8,2257,1109,http://localhost:8000/wo/cache_rast1-small/cache_rast2-small/3/7/true
m1.small,cache,Text,Weighted Overlay,256x256,500,20,500,72,38.062,53962,13.14,1522.467,76.123,1.38,0,0.8,1503,264.1,1500,263,1503,263.9,http://localhost:8000/wo/cache_rast1-small/cache_rast2-small/3/7/false
m1.small,cache,Text,Weighted Overlay,1408x1408,500,20,500,153,584.312,54568,0.86,23372.499,1168.625,0.09,0,2.6,23103,2338.2,23101,2338.9,23103,2337.6,http://localhost:8000/wo/cache_rast1-med/cache_rast2-med/3/7/false
m1.small,local,PNG,Weighted Overlay,256x256,500,20,500,0,31.468,19848500,15.89,1258.701,62.935,615.98,1,4.2,1241,263.8,1238,262.2,1242,262.8,http://localhost:8000/wo/local_rast1-small/local_rast2-small/3/7/true
m1.small,local,Text,Weighted Overlay,256x256,500,20,500,73,30.874,53957,16.19,1234.963,61.748,1.71,0,2.2,1220,298,1219,298.5,1221,297.9,http://localhost:8000/wo/local_rast1-small/local_rast2-small/3/7/false
m1.small,local,Text,Weighted Overlay,1408x1408,500,20,500,158,590.437,54614,0.85,23617.477,1180.874,0.09,0,0.8,23342,2753.9,23340,2753.3,23343,2753.5,http://localhost:8000/wo/local_rast1-med/local_rast2-med/3/7/false
