From,Server Type,Storage Type,Response Type,Test Name,Custom,Req/Connections,Connections,Completed,Failed,Total Time (s),Total transferred (bytes),req/sec,msec/req,msec/req concurrent,KB/sec,Connect mean (ms),Connect std (ms),Processing mean (ms),Processing std (ms),Waiting mean (ms),Waiting std (ms),Total mean (ms),Total std (ms),URL
localhost,hp.xlarge,local,PNG,Hillshade,256x256,500,20,500,0,23.71,18210500,21.09,948.398,47.42,750.05,128,220,783,892.4,271,137.7,911,953.8,http://15.185.102.136:8000/hillshade-con/local_rast1-small/5/true
localhost,hp.xlarge,local,PNG,Hillshade,256x256,500,20,500,0,20.194,17181500,24.76,807.77,40.388,830.87,112,213.7,668,411.2,381,131,781,533.2,http://15.185.102.136:8000/hillshade/local_rast1-small/5/true
localhost,rackspace.4G,cache,PNG,Weighted Overlay,256x256,500,20,500,0,22.777,19848500,21.95,911.068,45.553,851.01,138,365.6,702,895.1,154,146.1,840,1061.6,http://198.101.247.103:8000/wo/cache_rast1-small/cache_rast2-small/3/7/true
localhost,rackspace.4G,cache,Text,Weighted Overlay,256x256,500,20,500,52,10.314,53943,48.48,412.575,20.629,5.11,57,79.7,351,64.3,350,56.2,408,102.1,http://198.101.247.103:8000/wo/cache_rast1-small/cache_rast2-small/3/7/false
localhost,rackspace.4G,cache,Text,Weighted Overlay,1408x1408,500,20,500,52,212.905,54435,2.35,8516.193,425.81,0.25,58,77.8,8357,897.4,8356,897.2,8415,901.2,http://198.101.247.103:8000/wo/cache_rast1-med/cache_rast2-med/3/7/false
localhost,rackspace.4G,local,PNG,Weighted Overlay,256x256,500,20,500,0,21.484,19848500,23.27,859.349,42.967,902.23,112,237.1,639,535.5,170,210.3,751,574.8,http://198.101.247.103:8000/wo/local_rast1-small/local_rast2-small/3/7/true
localhost,rackspace.4G,local,Text,Weighted Overlay,256x256,500,20,500,445,10.189,53936,49.07,407.556,20.378,5.17,55,63.8,348,45.9,348,45.9,402,77.9,http://198.101.247.103:8000/wo/local_rast1-small/local_rast2-small/3/7/false
localhost,rackspace.4G,local,Text,Weighted Overlay,1408x1408,500,20,500,57,213.233,54435,2.34,8529.333,426.467,0.25,51,13.8,8372,896.3,8371,896.4,8423,896.8,http://198.101.247.103:8000/wo/local_rast1-med/local_rast2-med/3/7/false
localhost,rackspace.4G,cache,PNG,Hillshade,256x256,500,20,500,0,63.044,18210500,7.93,2521.774,126.089,282.08,50,10.1,2440,221.9,2331,222.4,2490,221.5,http://198.101.247.103:8000/hillshade-con/cache_rast1-small/5/true
localhost,rackspace.4G,cache,PNG,Hillshade,256x256,500,20,500,0,54.187,17181500,9.23,2167.491,108.375,309.64,74,139.6,2065,281.7,1935,265.3,2139,319.6,http://198.101.247.103:8000/hillshade/cache_rast1-small/5/true
localhost,rackspace.4G,local,PNG,Hillshade,256x256,500,20,500,0,62.569,18210500,7.99,2502.77,125.138,284.22,50,16.6,2420,235.2,2308,233.9,2470,235.8,http://198.101.247.103:8000/hillshade-con/local_rast1-small/5/true
localhost,rackspace.4G,local,PNG,Hillshade,256x256,500,20,500,0,53.985,17181500,9.26,2159.395,107.97,310.81,51,11.3,2080,217.9,1973,216.8,2131,217,http://198.101.247.103:8000/hillshade/local_rast1-small/5/true
localhost,m1.large,cache,PNG,Weighted Overlay,256x256,500,20,500,0,17.83,19848500,28.04,713.208,35.66,1087.1,108,295.4,585,564.7,112,163.4,693,604.6,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/cache_rast1-small/cache_rast2-small/3/7/true
localhost,m1.large,cache,Text,Weighted Overlay,256x256,500,20,500,250,8.562,53717,58.4,342.482,17.124,6.13,15,15.5,323,104.7,322,103,338,104.9,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/cache_rast1-small/cache_rast2-small/3/7/false
localhost,m1.large,cache,Text,Weighted Overlay,1408x1408,500,20,500,44,183.628,54453,2.72,7345.136,367.257,0.29,18,64.2,7240,879.3,7239,878.9,7258,882.5,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/cache_rast1-med/cache_rast2-med/3/7/false
localhost,m1.large,local,PNG,Weighted Overlay,256x256,500,20,500,0,21.382,19848500,23.38,855.265,42.763,906.54,187,555,543,1149.4,122,648.4,730,1305.6,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/local_rast1-small/local_rast2-small/3/7/true
localhost,m1.large,local,Text,Weighted Overlay,256x256,500,20,500,285,8.776,53721,56.98,351.03,17.551,5.98,13,12.4,333,102.1,333,102.1,346,101.5,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/local_rast1-small/local_rast2-small/3/7/false
localhost,m1.large,local,Text,Weighted Overlay,1408x1408,500,20,500,51,181.531,54445,2.75,7261.243,363.062,0.29,14,13.5,7162,896.3,7162,896.4,7176,896,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/local_rast1-med/local_rast2-med/3/7/false
localhost,m1.large,cache,PNG,Hillshade,256x256,500,20,500,0,52.093,18210500,9.6,2083.709,104.185,341.39,26,100.4,2030,273.7,1937,260.3,2056,283.8,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade-con/cache_rast1-small/5/true
localhost,m1.large,cache,PNG,Hillshade,256x256,500,20,500,0,44.917,17181500,11.13,1796.689,89.834,373.55,41,163.7,1732,325.9,1637,299.6,1773,348,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade/cache_rast1-small/5/true
localhost,m1.large,local,PNG,Hillshade,256x256,500,20,500,0,51.731,18210500,9.67,2069.229,103.461,343.77,27,108.9,2008,307.4,1896,273.6,2035,331.4,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade-con/local_rast1-small/5/true
localhost,m1.large,local,PNG,Hillshade,256x256,500,20,500,0,45.148,17181500,11.07,1805.914,90.296,371.64,15,15.5,1758,281.7,1691,275.1,1773,281.9,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade/local_rast1-small/5/true
localhost,m1.large,cache,PNG,Weighted Overlay,256x256,500,20,500,0,17.962,19848500,27.84,718.468,35.923,1079.15,134,387.4,569,548.9,102,144.1,703,637.9,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/cache_rast1-small/cache_rast2-small/3/7/true
localhost,m1.large,cache,Text,Weighted Overlay,256x256,500,20,500,249,8.335,53705,59.98,333.419,16.671,6.29,15,13.5,313,95.8,312,95.8,328,95.4,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/cache_rast1-small/cache_rast2-small/3/7/false
localhost,m1.large,cache,Text,Weighted Overlay,1408x1408,500,20,500,56,184.812,54438,2.71,7392.492,369.625,0.29,19,64.5,7279,962.8,7278,963.4,7298,967.5,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/cache_rast1-med/cache_rast2-med/3/7/false
localhost,m1.large,local,PNG,Weighted Overlay,256x256,500,20,500,0,19.8,19848500,25.25,792.012,39.601,978.94,159,415.9,559,691.6,97,116.4,718,812.3,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/local_rast1-small/local_rast2-small/3/7/true
localhost,m1.large,local,Text,Weighted Overlay,256x256,500,20,500,291,8.685,53741,57.57,347.405,17.37,6.04,16,15.4,327,91.8,327,91.8,343,93.7,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/local_rast1-small/local_rast2-small/3/7/false
localhost,m1.large,local,Text,Weighted Overlay,1408x1408,500,20,500,468,186.452,54458,2.68,7458.07,372.904,0.29,20,64.9,7349,922.7,7349,922.8,7369,923.5,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/local_rast1-med/local_rast2-med/3/7/false
localhost,m1.large,cache,PNG,Hillshade,256x256,500,20,500,0,51.923,18210500,9.63,2076.912,103.846,342.5,27,100.2,2026,302.8,1933,299.3,2052,317.4,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade-con/cache_rast1-small/5/true
localhost,m1.large,cache,PNG,Hillshade,256x256,500,20,500,0,44.796,17181500,11.16,1791.846,89.592,374.56,21,47.4,1749,292.5,1666,280.6,1770,293.6,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade/cache_rast1-small/5/true
localhost,m1.large,local,PNG,Hillshade,256x256,500,20,500,0,51.758,18210500,9.66,2070.333,103.517,343.59,17,14.5,2028,292.1,1927,271.9,2045,292.3,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade-con/local_rast1-small/5/true
localhost,m1.large,local,PNG,Hillshade,256x256,500,20,500,0,45.068,17181500,11.09,1802.728,90.136,372.3,21,64.4,1759,288.9,1672,279.9,1780,296.6,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade/local_rast1-small/5/true
localhost,m1.large,cache,PNG,Weighted Overlay,256x256,500,20,500,0,25.822,19848500,19.36,1032.895,51.645,750.64,147,444.6,639,1602.6,100,182.8,786,1760,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/cache_rast1-small/cache_rast2-small/3/7/true
localhost,m1.large,cache,Text,Weighted Overlay,256x256,500,20,500,287,8.621,53731,58,344.846,17.242,6.09,18,46.5,322,92.7,322,92.8,340,100.7,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/cache_rast1-small/cache_rast2-small/3/7/false
localhost,m1.large,cache,Text,Weighted Overlay,1408x1408,500,20,500,458,184.606,54444,2.71,7384.248,369.212,0.29,16,15.6,7281,953,7281,952.4,7297,953.9,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/cache_rast1-med/cache_rast2-med/3/7/false
localhost,m1.large,local,PNG,Weighted Overlay,256x256,500,20,500,0,18.351,19848500,27.25,734.05,36.703,1056.24,168,529.3,538,693.3,109,186.7,707,862.5,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/local_rast1-small/local_rast2-small/3/7/true
localhost,m1.large,local,Text,Weighted Overlay,256x256,500,20,500,267,8.368,53712,59.75,334.739,16.737,6.27,15,46.5,315,90.1,315,90.1,331,103.3,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/local_rast1-small/local_rast2-small/3/7/false
localhost,m1.large,local,Text,Weighted Overlay,1408x1408,500,20,500,44,186.891,54449,2.68,7475.656,373.783,0.28,16,14.2,7373,933.6,7372,933.7,7388,934.5,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/local_rast1-med/local_rast2-med/3/7/false
localhost,m1.large,cache,PNG,Hillshade,256x256,500,20,500,0,52.071,18210500,9.6,2082.822,104.141,341.53,20,47.3,2039,274.8,1951,262.8,2059,273.9,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade-con/cache_rast1-small/5/true
localhost,m1.large,cache,PNG,Hillshade,256x256,500,20,500,0,44.598,17181500,11.21,1783.916,89.196,376.22,33,119.6,1727,300.9,1633,280.1,1760,313.5,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade/cache_rast1-small/5/true
localhost,m1.large,local,PNG,Hillshade,256x256,500,20,500,0,52.442,18210500,9.53,2097.663,104.883,339.11,32,125.2,2041,295.3,1947,286.1,2073,310.5,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade-con/local_rast1-small/5/true
localhost,m1.large,local,PNG,Hillshade,256x256,500,20,500,0,45.043,17181500,11.1,1801.706,90.085,372.51,33,127.3,1744,277.7,1664,271.4,1777,300.4,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade/local_rast1-small/5/true
localhost,m1.large,cache,PNG,Weighted Overlay,256x256,500,20,500,0,19.723,19848500,25.35,788.902,39.445,982.8,126,360.4,597,807.7,111,176.1,723,892.4,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/cache_rast1-small/cache_rast2-small/3/7/true
localhost,m1.large,cache,Text,Weighted Overlay,256x256,500,20,500,264,8.457,53720,59.12,338.279,16.914,6.2,17,16.1,317,86.8,317,86.8,334,88.6,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/cache_rast1-small/cache_rast2-small/3/7/false
localhost,m1.large,cache,Text,Weighted Overlay,1408x1408,500,20,500,57,192.308,54436,2.6,7692.323,384.616,0.28,16,14.1,7588,1010.6,7588,1010.6,7604,1010.1,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/cache_rast1-med/cache_rast2-med/3/7/false
localhost,m1.large,local,PNG,Weighted Overlay,256x256,500,20,500,0,23.169,19848500,21.58,926.774,46.339,836.59,167,443.7,564,917.6,96,134.1,732,1078.2,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/local_rast1-small/local_rast2-small/3/7/true
localhost,m1.large,local,Text,Weighted Overlay,256x256,500,20,500,266,8.453,53724,59.15,338.132,16.907,6.21,17,14.7,317,90.2,317,90.2,333,90,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/local_rast1-small/local_rast2-small/3/7/false
localhost,m1.large,local,Text,Weighted Overlay,1408x1408,500,20,500,53,183.681,54441,2.72,7347.25,367.362,0.29,17,16,7245,896.6,7244,896,7263,897.2,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/local_rast1-med/local_rast2-med/3/7/false
localhost,m1.large,cache,PNG,Hillshade,256x256,500,20,500,0,52.202,18210500,9.58,2088.094,104.405,340.67,21,64.1,2042,269.6,1952,267.2,2063,275.6,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade-con/cache_rast1-small/5/true
localhost,m1.large,cache,PNG,Hillshade,256x256,500,20,500,0,45.179,17181500,11.07,1807.18,90.359,371.38,26,101.6,1757,279.9,1678,272.4,1784,296.4,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade/cache_rast1-small/5/true
localhost,m1.large,local,PNG,Hillshade,256x256,500,20,500,0,51.701,18210500,9.67,2068.027,103.401,343.97,27,90.1,2018,283.3,1912,269.7,2045,290.5,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade-con/local_rast1-small/5/true
localhost,m1.large,local,PNG,Hillshade,256x256,500,20,500,0,45.074,17181500,11.09,1802.96,90.148,372.25,16,14.3,1765,277.5,1692,269.5,1781,277.1,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade/local_rast1-small/5/true
localhost,m1.large,cache,PNG,Weighted Overlay,256x256,500,20,500,0,19.119,19848500,26.15,764.759,38.238,1013.83,133,457.3,574,668.2,89,134.1,707,785.2,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/cache_rast1-small/cache_rast2-small/3/7/true
localhost,m1.large,cache,Text,Weighted Overlay,256x256,500,20,500,274,8.438,53720,59.26,337.509,16.875,6.22,14,14,319,91.4,319,91.4,333,92.4,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/cache_rast1-small/cache_rast2-small/3/7/false
localhost,m1.large,cache,Text,Weighted Overlay,1408x1408,500,20,500,42,181.663,54456,2.75,7266.536,363.327,0.29,13,12.5,7170,875,7170,875,7183,875.7,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/cache_rast1-med/cache_rast2-med/3/7/false
localhost,m1.large,local,PNG,Weighted Overlay,256x256,500,20,500,0,18.752,19848500,26.66,750.061,37.503,1033.69,116,305.4,600,584.4,115,205.2,717,626.9,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/local_rast1-small/local_rast2-small/3/7/true
localhost,m1.large,local,Text,Weighted Overlay,256x256,500,20,500,276,8.95,53720,55.86,358.012,17.901,5.86,14,13.5,339,113.7,339,113.7,353,114.4,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/local_rast1-small/local_rast2-small/3/7/false
localhost,m1.large,local,Text,Weighted Overlay,1408x1408,500,20,500,50,184.002,54444,2.72,7360.076,368.004,0.29,14,14.5,7259,945.8,7259,946,7273,946.9,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/local_rast1-med/local_rast2-med/3/7/false
localhost,m1.large,cache,PNG,Hillshade,256x256,500,20,500,0,52.197,18210500,9.58,2087.865,104.393,340.71,14,12.5,2049,282.9,1965,274.4,2063,281.1,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade-con/cache_rast1-small/5/true
localhost,m1.large,cache,PNG,Hillshade,256x256,500,20,500,0,45.159,17181500,11.07,1806.361,90.318,371.55,13,13,1770,291.1,1698,283,1784,290.5,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade/cache_rast1-small/5/true
localhost,m1.large,local,PNG,Hillshade,256x256,500,20,500,0,52.325,18210500,9.56,2092.998,104.65,339.87,15,14.4,2053,288.4,1971,279.5,2068,286.1,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade-con/local_rast1-small/5/true
localhost,m1.large,local,PNG,Hillshade,256x256,500,20,500,0,44.879,17181500,11.14,1795.152,89.758,373.87,15,15,1756,273.9,1689,270.1,1771,273.1,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade/local_rast1-small/5/true
localhost,m1.small,cache,PNG,Weighted Overlay,256x256,500,20,500,0,41.329,19848500,12.1,1653.163,82.658,469,48,68.7,1588,447.4,1456,433.4,1636,454.3,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/cache_rast1-small/cache_rast2-small/3/7/true
localhost,m1.small,cache,Text,Weighted Overlay,256x256,500,20,500,134,37.721,54025,13.26,1508.836,75.442,1.4,22,29.2,1469,490.9,1468,483.4,1491,492.4,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/cache_rast1-small/cache_rast2-small/3/7/false
localhost,m1.small,cache,Text,Weighted Overlay,1408x1408,500,20,500,415,793.717,54870,0.63,31748.66,1587.433,0.07,24,29.7,31367,3694.6,31365,3693.5,31391,3691.7,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/cache_rast1-med/cache_rast2-med/3/7/false
localhost,m1.small,local,PNG,Weighted Overlay,256x256,500,20,500,0,39.233,19848500,12.74,1569.301,78.465,494.06,44,32.9,1506,419.5,1363,396.6,1550,419.6,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/local_rast1-small/local_rast2-small/3/7/true
localhost,m1.small,local,Text,Weighted Overlay,256x256,500,20,500,135,36.806,54002,13.58,1472.254,73.613,1.43,21,28.5,1435,509.9,1434,507.9,1456,508.1,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/local_rast1-small/local_rast2-small/3/7/false
localhost,m1.small,local,Text,Weighted Overlay,1408x1408,500,20,500,408,780.218,54884,0.64,31208.735,1560.437,0.07,23,28.7,30816,4002.6,30813,4002.4,30838,4001.9,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/local_rast1-med/local_rast2-med/3/7/false
localhost,m1.small,cache,PNG,Hillshade,256x256,500,20,500,0,216.002,18210500,2.31,8640.063,432.003,82.33,36,34.7,8507,1124,8249,1098.7,8543,1123.5,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/hillshade-con/cache_rast1-small/5/true
localhost,m1.small,cache,PNG,Hillshade,256x256,500,20,500,0,181.997,17181500,2.75,7279.86,363.993,92.19,34,56.3,7155,1317.2,6948,1317.6,7189,1317.5,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/hillshade/cache_rast1-small/5/true
localhost,m1.small,local,PNG,Hillshade,256x256,500,20,500,0,217.032,18210500,2.3,8681.28,434.064,81.94,35,35.1,8541,1202.1,8299,1174.1,8576,1203.7,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/hillshade-con/local_rast1-small/5/true
localhost,m1.small,local,PNG,Hillshade,256x256,500,20,500,0,180.934,17181500,2.76,7237.377,361.869,92.73,31,34.2,7122,1292.8,6891,1272.7,7153,1294.6,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/hillshade/local_rast1-small/5/true
localhost,m1.large,cache,PNG,Weighted Overlay,256x256,500,20,500,0,18.844,19848500,26.53,753.75,37.687,1028.63,128,376.5,580,828.2,115,255.7,708,912.3,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/cache_rast1-small/cache_rast2-small/3/7/true
localhost,m1.large,cache,Text,Weighted Overlay,256x256,500,20,500,245,8.443,53706,59.22,337.738,16.887,6.21,16,46.7,316,91.4,316,91.2,332,101.9,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/cache_rast1-small/cache_rast2-small/3/7/false
localhost,m1.large,cache,Text,Weighted Overlay,1408x1408,500,20,500,440,185.248,54425,2.7,7409.931,370.497,0.29,14,13.4,7310,958.2,7310,958.2,7324,958.4,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/cache_rast1-med/cache_rast2-med/3/7/false
localhost,m1.large,local,PNG,Weighted Overlay,256x256,500,20,500,0,17.686,19848500,28.27,707.424,35.371,1095.99,119,317.5,575,515.8,111,182.4,695,582.2,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/local_rast1-small/local_rast2-small/3/7/true
localhost,m1.large,local,Text,Weighted Overlay,256x256,500,20,500,258,8.387,53711,59.61,335.487,16.774,6.25,12,11.5,318,92.9,318,92.9,330,93.7,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/local_rast1-small/local_rast2-small/3/7/false
localhost,m1.large,local,Text,Weighted Overlay,1408x1408,500,20,500,49,187.808,54444,2.66,7512.319,375.616,0.28,13,12.7,7403,910.4,7403,910.8,7417,910.7,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/local_rast1-med/local_rast2-med/3/7/false
localhost,m1.large,cache,PNG,Hillshade,256x256,500,20,500,0,52.309,18210500,9.56,2092.377,104.619,339.97,15,14.9,2053,266.1,1978,255.4,2068,265.8,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade-con/cache_rast1-small/5/true
localhost,m1.large,cache,PNG,Hillshade,256x256,500,20,500,0,44.611,17181500,11.21,1784.442,89.222,376.11,13,12.1,1749,261,1676,256.5,1762,261.2,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade/cache_rast1-small/5/true
localhost,m1.large,local,PNG,Hillshade,256x256,500,20,500,0,51.211,18210500,9.76,2048.433,102.422,347.26,16,15.9,2006,276,1913,272.4,2022,275.9,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade-con/local_rast1-small/5/true
localhost,m1.large,local,PNG,Hillshade,256x256,500,20,500,0,44.774,17181500,11.17,1790.953,89.548,374.75,15,15.9,1753,283,1685,280.7,1768,282.4,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade/local_rast1-small/5/true
localhost,m1.small,cache,PNG,Weighted Overlay,256x256,500,20,500,0,38.653,19848500,12.94,1546.134,77.307,501.46,47,32.3,1479,402.6,1347,394.7,1526,398.5,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/cache_rast1-small/cache_rast2-small/3/7/true
localhost,m1.small,cache,Text,Weighted Overlay,256x256,500,20,500,148,38.261,54004,13.07,1530.457,76.523,1.38,23,29.8,1485,479.6,1484,477.4,1508,479.8,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/cache_rast1-small/cache_rast2-small/3/7/false
localhost,m1.small,cache,Text,Weighted Overlay,1408x1408,500,20,500,110,782.435,54882,0.64,31297.384,1564.869,0.07,23,30.5,30893,3624.8,30891,3622.4,30916,3625.2,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/cache_rast1-med/cache_rast2-med/3/7/false
localhost,m1.small,local,PNG,Weighted Overlay,256x256,500,20,500,0,39.541,19848500,12.64,1581.656,79.083,490.2,44,31.7,1509,441,1366,428.7,1553,441.9,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/local_rast1-small/local_rast2-small/3/7/true
localhost,m1.small,local,Text,Weighted Overlay,256x256,500,20,500,146,37.965,54014,13.17,1518.599,75.93,1.39,36,96.6,1461,492.3,1461,492.3,1497,495.9,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/local_rast1-small/local_rast2-small/3/7/false
localhost,m1.small,local,Text,Weighted Overlay,1408x1408,500,20,500,400,779.534,54874,0.64,31181.361,1559.068,0.07,24,30.9,30783,3806.6,30781,3809.9,30807,3807.5,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/local_rast1-med/local_rast2-med/3/7/false
localhost,m1.small,cache,PNG,Hillshade,256x256,500,20,500,0,215.89,18210500,2.32,8635.608,431.78,82.37,37,35,8498,1194.2,8234,1173.4,8534,1197.1,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/hillshade-con/cache_rast1-small/5/true
localhost,m1.small,cache,PNG,Hillshade,256x256,500,20,500,0,182.611,17181500,2.74,7304.421,365.221,91.88,33,34.3,7182,1282,6960,1256.3,7215,1285.1,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/hillshade/cache_rast1-small/5/true
localhost,m1.small,local,PNG,Hillshade,256x256,500,20,500,0,217.781,18210500,2.3,8711.229,435.561,81.66,37,35.3,8568,1180.1,8318,1150.8,8605,1182.2,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/hillshade-con/local_rast1-small/5/true
localhost,m1.small,local,PNG,Hillshade,256x256,500,20,500,0,182.06,17181500,2.75,7282.392,364.12,92.16,36,71.7,7159,1343.6,6935,1332.2,7194,1343,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/hillshade/local_rast1-small/5/true
localhost,m1.large,cache,PNG,Weighted Overlay,256x256,500,20,500,0,17.85,19848500,28.01,713.988,35.699,1085.92,136,385.1,559,607,94,137.9,695,768.5,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/cache_rast1-small/cache_rast2-small/3/7/true
localhost,m1.large,cache,Text,Weighted Overlay,256x256,500,20,500,252,8.263,53706,60.51,330.518,16.526,6.35,16,14.9,310,93.2,309,92.1,325,93.2,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/cache_rast1-small/cache_rast2-small/3/7/false
localhost,m1.large,cache,Text,Weighted Overlay,1408x1408,500,20,500,59,183.653,54436,2.72,7346.112,367.306,0.29,16,17.1,7245,940.2,7245,940.2,7260,939.9,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/cache_rast1-med/cache_rast2-med/3/7/false
localhost,m1.large,local,PNG,Weighted Overlay,256x256,500,20,500,0,18.192,19848500,27.48,727.685,36.384,1065.48,110,302.5,586,662.6,118,180.2,696,702.5,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/local_rast1-small/local_rast2-small/3/7/true
localhost,m1.large,local,Text,Weighted Overlay,256x256,500,20,500,276,8.512,53734,58.74,340.497,17.025,6.16,14,13.8,322,88.3,322,88.2,336,88.6,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/local_rast1-small/local_rast2-small/3/7/false
localhost,m1.large,local,Text,Weighted Overlay,1408x1408,500,20,500,51,185.692,54445,2.69,7427.683,371.384,0.29,14,15.7,7321,914.5,7321,914.3,7336,914.7,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/local_rast1-med/local_rast2-med/3/7/false
localhost,m1.large,cache,PNG,Hillshade,256x256,500,20,500,0,52.852,18210500,9.46,2114.075,105.704,336.48,37,146.4,2044,284.2,1940,265.5,2081,323.8,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade-con/cache_rast1-small/5/true
localhost,m1.large,cache,PNG,Hillshade,256x256,500,20,500,0,45.761,17181500,10.93,1830.438,91.522,366.66,32,126.3,1775,295.5,1696,286,1806,323.2,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade/cache_rast1-small/5/true
localhost,m1.large,local,PNG,Hillshade,256x256,500,20,500,0,51.854,18210500,9.64,2074.177,103.709,342.95,44,164.8,2003,300.5,1900,279.6,2047,329.6,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade-con/local_rast1-small/5/true
