From,Server Type,Storage Type,Response Type,Test Name,Custom,Req/Connections,Connections,Completed,Failed,Total Time (s),Total transferred (bytes),req/sec,msec/req,msec/req concurrent,KB/sec,Connect mean (ms),Connect std (ms),Processing mean (ms),Processing std (ms),Waiting mean (ms),Waiting std (ms),Total mean (ms),Total std (ms),URL
localhost,m1.large,local,PNG,Hillshade,256x256,500,20,500,0,45.622,17181500,10.96,1824.891,91.245,367.78,38,144.5,1742,285.6,1650,273.4,1780,329.7,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade/local_rast1-small/5/true
localhost,m1.small,cache,PNG,Weighted Overlay,256x256,500,20,500,0,39.431,19848500,12.68,1577.242,78.862,491.57,50,103.5,1510,468.1,1318,427.6,1560,485.2,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/cache_rast1-small/cache_rast2-small/3/7/true
localhost,m1.small,cache,Text,Weighted Overlay,256x256,500,20,500,139,38.472,54026,13,1538.889,76.944,1.37,30,56.4,1491,556.1,1488,552.1,1520,556.2,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/cache_rast1-small/cache_rast2-small/3/7/false
localhost,m1.small,cache,Text,Weighted Overlay,1408x1408,500,20,500,384,783.312,54856,0.64,31332.495,1566.625,0.07,24,31.2,30946,3702.7,30943,3702.4,30970,3703.9,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/cache_rast1-med/cache_rast2-med/3/7/false
localhost,m1.small,local,PNG,Weighted Overlay,256x256,500,20,500,0,39.264,19848500,12.73,1570.561,78.528,493.67,40,56.7,1513,411.9,1353,407.6,1552,412.5,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/local_rast1-small/local_rast2-small/3/7/true
localhost,m1.small,local,Text,Weighted Overlay,256x256,500,20,500,116,36.66,54032,13.64,1466.387,73.319,1.44,22,30.7,1421,507.4,1420,504.4,1444,505.9,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/local_rast1-small/local_rast2-small/3/7/false
localhost,m1.small,local,Text,Weighted Overlay,1408x1408,500,20,500,387,780.901,54858,0.64,31236.034,1561.802,0.07,23,29.8,30830,3832.2,30826,3833.2,30853,3833.7,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/local_rast1-med/local_rast2-med/3/7/false
localhost,m1.small,cache,PNG,Hillshade,256x256,500,20,500,0,226.254,18210500,2.21,9050.162,452.508,78.6,32,35.2,8914,1136.8,8644,1105.8,8946,1136.2,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/hillshade-con/cache_rast1-small/5/true
localhost,m1.small,cache,PNG,Hillshade,256x256,500,20,500,0,185.994,17181500,2.69,7439.755,371.988,90.21,29,33.1,7327,1312.9,7115,1306.4,7356,1311.6,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/hillshade/cache_rast1-small/5/true
localhost,m1.small,local,PNG,Hillshade,256x256,500,20,500,0,226.749,18210500,2.21,9069.951,453.498,78.43,32,35.4,8929,1265.3,8682,1226.1,8961,1264.8,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/hillshade-con/local_rast1-small/5/true
localhost,m1.small,local,PNG,Hillshade,256x256,500,20,500,0,187.853,17181500,2.66,7514.12,375.706,89.32,25,31.5,7391,1403.6,7182,1413.4,7416,1404.7,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/hillshade/local_rast1-small/5/true
localhost,m1.large,cache,PNG,Weighted Overlay,256x256,500,20,500,0,18.149,19848500,27.55,725.954,36.298,1068.02,97,282.2,598,640.1,106,203.4,695,705.7,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/cache_rast1-small/cache_rast2-small/3/7/true
localhost,m1.large,cache,Text,Weighted Overlay,256x256,500,20,500,312,8.828,53754,56.64,353.11,17.655,5.95,15,15.9,335,90.2,333,89,350,91.3,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/cache_rast1-small/cache_rast2-small/3/7/false
localhost,m1.large,cache,Text,Weighted Overlay,1408x1408,500,20,500,58,188.771,54434,2.65,7550.836,377.542,0.28,13,12,7446,923.7,7444,928.6,7459,923.8,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/cache_rast1-med/cache_rast2-med/3/7/false
localhost,m1.large,local,PNG,Weighted Overlay,256x256,500,20,500,0,17.719,19848500,28.22,708.747,35.437,1093.95,121,312.4,572,515,115,165.9,693,576.7,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/local_rast1-small/local_rast2-small/3/7/true
localhost,m1.large,local,Text,Weighted Overlay,256x256,500,20,500,280,8.688,53751,57.55,347.533,17.377,6.04,14,13.9,328,89.7,328,89.7,343,90.7,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/local_rast1-small/local_rast2-small/3/7/false
localhost,m1.large,local,Text,Weighted Overlay,1408x1408,500,20,500,36,187.907,54458,2.66,7516.266,375.813,0.28,28,161.4,7398,1050,7396,1049.3,7426,1044.6,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/local_rast1-med/local_rast2-med/3/7/false
localhost,m1.large,cache,PNG,Hillshade,256x256,500,20,500,0,51.809,18210500,9.65,2072.38,103.619,343.25,17,19.7,2030,284,1942,277.3,2046,285,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade-con/cache_rast1-small/5/true
localhost,m1.large,cache,PNG,Hillshade,256x256,500,20,500,0,45.296,17181500,11.04,1811.847,90.592,370.42,14,13.4,1774,291.7,1704,282.8,1788,290.4,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade/cache_rast1-small/5/true
localhost,m1.large,local,PNG,Hillshade,256x256,500,20,500,0,52.701,18210500,9.49,2108.044,105.402,337.44,16,15.6,2066,290.8,1985,279.3,2082,290.3,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade-con/local_rast1-small/5/true
localhost,m1.large,local,PNG,Hillshade,256x256,500,20,500,0,45.369,17181500,11.02,1814.744,90.737,369.83,14,14.9,1776,288.9,1707,284.6,1790,287.4,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade/local_rast1-small/5/true
localhost,m1.small,cache,PNG,Weighted Overlay,256x256,500,20,500,0,42.071,19848500,11.88,1682.857,84.143,460.72,36,32.5,1625,346.9,1472,335.3,1661,347,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/cache_rast1-small/cache_rast2-small/3/7/true
localhost,m1.small,cache,Text,Weighted Overlay,256x256,500,20,500,112,41.054,54001,12.18,1642.151,82.108,1.28,24,31.2,1592,324.4,1590,322.5,1616,324.3,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/cache_rast1-small/cache_rast2-small/3/7/false
localhost,m1.small,cache,Text,Weighted Overlay,1408x1408,500,20,500,98,916.539,54894,0.55,36661.56,1833.078,0.06,24,30.7,35901,11305.3,35901,11305,35925,11304.3,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/cache_rast1-med/cache_rast2-med/3/7/false
localhost,m1.small,local,PNG,Weighted Overlay,256x256,500,20,500,0,62.388,19848500,8.01,2495.538,124.777,310.69,39,36.4,2436,899.9,2235,851.7,2475,900.1,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/local_rast1-small/local_rast2-small/3/7/true
localhost,m1.small,local,Text,Weighted Overlay,256x256,500,20,500,140,39.249,54029,12.74,1569.977,78.499,1.34,22,29.1,1529,501.1,1526,497.8,1551,501.2,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/local_rast1-small/local_rast2-small/3/7/false
localhost,m1.small,local,Text,Weighted Overlay,1408x1408,500,20,500,102,791.026,54889,0.63,31641.04,1582.052,0.07,25,57,31263,3889.8,31262,3889.1,31288,3891.7,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/local_rast1-med/local_rast2-med/3/7/false
localhost,m1.small,cache,PNG,Hillshade,256x256,500,20,500,0,215.57,18210500,2.32,8622.794,431.14,82.5,27,31.5,8505,1099.4,8218,1086.8,8532,1099.5,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/hillshade-con/cache_rast1-small/5/true
localhost,m1.small,cache,PNG,Hillshade,256x256,500,20,500,0,181.963,17181500,2.75,7278.531,363.927,92.21,26,32,7166,1335.2,6938,1308.9,7192,1336.5,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/hillshade/cache_rast1-small/5/true
localhost,m1.small,local,PNG,Hillshade,256x256,500,20,500,0,217.188,18210500,2.3,8687.535,434.377,81.88,37,70.9,8550,1172.8,8271,1139.8,8587,1174,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/hillshade-con/local_rast1-small/5/true
localhost,m1.small,local,PNG,Hillshade,256x256,500,20,500,0,180.856,17181500,2.76,7234.248,361.712,92.77,27,32.6,7115,1348.5,6892,1309.6,7142,1349.4,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/hillshade/local_rast1-small/5/true
localhost,m1.large,cache,PNG,Weighted Overlay,256x256,500,20,500,0,18.033,19848500,27.73,721.318,36.066,1074.88,135,472.8,556,628.9,96,167.3,691,796.7,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/cache_rast1-small/cache_rast2-small/3/7/true
localhost,m1.large,cache,Text,Weighted Overlay,256x256,500,20,500,255,8.352,53713,59.87,334.07,16.704,6.28,13,13.2,316,89.2,316,89,329,89.9,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/cache_rast1-small/cache_rast2-small/3/7/false
localhost,m1.large,cache,Text,Weighted Overlay,1408x1408,500,20,500,42,182.911,54454,2.73,7316.451,365.823,0.29,14,14.2,7219,915.7,7219,915.7,7233,915.2,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/cache_rast1-med/cache_rast2-med/3/7/false
localhost,m1.large,local,PNG,Weighted Overlay,256x256,500,20,500,0,17.893,19848500,27.94,715.722,35.786,1083.29,139,377.6,543,603,93,142.4,683,683.5,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/local_rast1-small/local_rast2-small/3/7/true
localhost,m1.large,local,Text,Weighted Overlay,256x256,500,20,500,291,8.633,53735,57.91,345.336,17.267,6.08,15,14.7,326,90.2,326,90.2,341,91.8,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/local_rast1-small/local_rast2-small/3/7/false
localhost,m1.large,local,Text,Weighted Overlay,1408x1408,500,20,500,46,181.739,54450,2.75,7269.541,363.477,0.29,12,11.4,7163,904.6,7163,904.5,7175,905.3,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/local_rast1-med/local_rast2-med/3/7/false
localhost,m1.large,cache,PNG,Hillshade,256x256,500,20,500,0,51.893,18210500,9.64,2075.717,103.786,342.7,15,15.3,2036,278.9,1948,269.2,2051,278,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade-con/cache_rast1-small/5/true
localhost,m1.large,cache,PNG,Hillshade,256x256,500,20,500,0,44.867,17181500,11.14,1794.684,89.734,373.97,13,13,1757,270.2,1687,262.7,1770,269.9,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade/cache_rast1-small/5/true
localhost,m1.large,local,PNG,Hillshade,256x256,500,20,500,0,51.86,18210500,9.64,2074.399,103.72,342.92,15,14.3,2032,296.3,1946,286.8,2047,294.8,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade-con/local_rast1-small/5/true
localhost,m1.large,local,PNG,Hillshade,256x256,500,20,500,0,44.739,17181500,11.18,1789.57,89.478,375.04,15,15.8,1751,284,1677,279.1,1766,284.4,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade/local_rast1-small/5/true
localhost,m1.small,cache,PNG,Weighted Overlay,256x256,500,20,500,0,39.518,19848500,12.65,1580.71,79.036,490.5,35,34.5,1527,396.5,1371,393.9,1562,394.6,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/cache_rast1-small/cache_rast2-small/3/7/true
localhost,m1.small,cache,Text,Weighted Overlay,256x256,500,20,500,151,37.176,54020,13.45,1487.025,74.351,1.42,22,29.2,1448,514.3,1444,507.7,1469,515.6,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/cache_rast1-small/cache_rast2-small/3/7/false
localhost,m1.small,cache,Text,Weighted Overlay,1408x1408,500,20,500,401,801.862,54886,0.62,32074.483,1603.724,0.07,22,28.3,31669,4004.2,31669,4004.2,31691,4001.4,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/cache_rast1-med/cache_rast2-med/3/7/false
localhost,m1.small,local,PNG,Weighted Overlay,256x256,500,20,500,0,39.833,19848500,12.55,1593.314,79.666,486.62,39,35.2,1525,424.1,1354,409.7,1564,423.1,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/local_rast1-small/local_rast2-small/3/7/true
localhost,m1.small,local,Text,Weighted Overlay,256x256,500,20,500,147,37.69,54036,13.27,1507.603,75.38,1.4,24,30.4,1464,464.9,1464,464.9,1488,465.7,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/local_rast1-small/local_rast2-small/3/7/false
localhost,m1.small,local,Text,Weighted Overlay,1408x1408,500,20,500,113,784.947,54876,0.64,31397.871,1569.894,0.07,24,31.2,30996,3700.6,30995,3700,31020,3703.5,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/local_rast1-med/local_rast2-med/3/7/false
localhost,m1.small,cache,PNG,Hillshade,256x256,500,20,500,0,215.475,18210500,2.32,8619.014,430.951,82.53,31,34.6,8485,1180.1,8222,1154.1,8516,1179.3,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/hillshade-con/cache_rast1-small/5/true
localhost,m1.small,cache,PNG,Hillshade,256x256,500,20,500,0,182.816,17181500,2.73,7312.63,365.631,91.78,26,31.6,7191,1397.6,6963,1388,7217,1397.4,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/hillshade/cache_rast1-small/5/true
localhost,m1.small,local,PNG,Hillshade,256x256,500,20,500,0,216.992,18210500,2.3,8679.695,433.985,81.96,27,32.5,8558,1182.5,8280,1149.2,8585,1183.8,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/hillshade-con/local_rast1-small/5/true
localhost,m1.small,local,PNG,Hillshade,256x256,500,20,500,0,181.507,17181500,2.75,7260.263,363.013,92.44,29,34.2,7141,1374.4,6913,1355,7170,1374.3,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/hillshade/local_rast1-small/5/true
localhost,m1.large,cache,PNG,Weighted Overlay,256x256,500,20,500,0,18.074,19848500,27.66,722.956,36.148,1072.45,111,329.3,581,622.3,95,123.7,693,712.7,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/cache_rast1-small/cache_rast2-small/3/7/true
localhost,m1.large,cache,Text,Weighted Overlay,256x256,500,20,500,267,8.735,53706,57.24,349.399,17.47,6,13,12.4,332,104.3,331,102.9,344,105.6,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/cache_rast1-small/cache_rast2-small/3/7/false
localhost,m1.large,cache,Text,Weighted Overlay,1408x1408,500,20,500,44,184.171,54450,2.71,7366.854,368.343,0.29,14,13.7,7266,912.4,7266,912.4,7280,912.7,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/cache_rast1-med/cache_rast2-med/3/7/false
localhost,m1.large,local,PNG,Weighted Overlay,256x256,500,20,500,0,18.289,19848500,27.34,731.546,36.577,1059.85,143,356.1,553,595.3,102,199.9,696,666.8,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/local_rast1-small/local_rast2-small/3/7/true
localhost,m1.large,local,Text,Weighted Overlay,256x256,500,20,500,230,8.658,53746,57.75,346.304,17.315,6.06,13,13.6,328,92.6,328,92.6,341,91.9,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/local_rast1-small/local_rast2-small/3/7/false
localhost,m1.large,local,Text,Weighted Overlay,1408x1408,500,20,500,36,185.963,54461,2.69,7438.523,371.926,0.29,15,14.6,7339,933.6,7339,933.6,7354,933.5,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/local_rast1-med/local_rast2-med/3/7/false
localhost,m1.large,cache,PNG,Hillshade,256x256,500,20,500,0,51.944,18210500,9.63,2077.774,103.889,342.36,13,12.7,2041,273,1962,266.6,2054,272.1,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade-con/cache_rast1-small/5/true
localhost,m1.large,cache,PNG,Hillshade,256x256,500,20,500,0,45.154,17181500,11.07,1806.168,90.308,371.59,15,14.8,1768,292.1,1698,290,1783,291.7,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade/cache_rast1-small/5/true
localhost,m1.large,local,PNG,Hillshade,256x256,500,20,500,0,51.654,18210500,9.68,2066.143,103.307,344.29,14,13.7,2027,282.2,1940,275.4,2042,281.9,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade-con/local_rast1-small/5/true
localhost,m1.large,local,PNG,Hillshade,256x256,500,20,500,0,45.06,17181500,11.1,1802.403,90.12,372.37,16,46.5,1764,294.3,1692,289.9,1781,297.4,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade/local_rast1-small/5/true
localhost,m1.small,cache,PNG,Weighted Overlay,256x256,500,20,500,0,39.746,19848500,12.58,1589.854,79.493,487.68,40,35.5,1531,408.6,1377,411.2,1571,407.6,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/cache_rast1-small/cache_rast2-small/3/7/true
localhost,m1.small,cache,Text,Weighted Overlay,256x256,500,20,500,142,36.817,54019,13.58,1472.687,73.634,1.43,21,27.7,1432,462.8,1431,463.8,1453,462,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/cache_rast1-small/cache_rast2-small/3/7/false
localhost,m1.small,cache,Text,Weighted Overlay,1408x1408,500,20,500,111,791.565,54883,0.63,31662.619,1583.131,0.07,21,28.1,31275,3873.5,31272,3873.3,31296,3870.9,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/cache_rast1-med/cache_rast2-med/3/7/false
localhost,m1.small,local,PNG,Weighted Overlay,256x256,500,20,500,0,39.543,19848500,12.64,1581.717,79.086,490.18,49,95.9,1507,440.6,1306,397.1,1557,451.4,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/local_rast1-small/local_rast2-small/3/7/true
localhost,m1.small,local,Text,Weighted Overlay,256x256,500,20,500,153,38.303,54032,13.05,1532.139,76.607,1.38,34,94.4,1433,548.2,1430,544.3,1467,553,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/local_rast1-small/local_rast2-small/3/7/false
localhost,m1.small,local,Text,Weighted Overlay,1408x1408,500,20,500,489,791.134,54874,0.63,31645.364,1582.268,0.07,24,30.8,31261,3971.3,31257,3966.8,31285,3973.3,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/local_rast1-med/local_rast2-med/3/7/false
localhost,m1.small,cache,PNG,Hillshade,256x256,500,20,500,0,218.413,18210500,2.29,8736.512,436.826,81.42,30,33.1,8611,1272.7,8328,1232.5,8641,1272.2,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/hillshade-con/cache_rast1-small/5/true
localhost,m1.small,cache,PNG,Hillshade,256x256,500,20,500,0,180.624,17181500,2.77,7224.976,361.249,92.89,28,33.4,7104,1270,6876,1262,7132,1270.9,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/hillshade/cache_rast1-small/5/true
localhost,m1.small,local,PNG,Hillshade,256x256,500,20,500,0,216.093,18210500,2.31,8643.709,432.185,82.3,31,34.7,8517,1180.4,8273,1149.3,8549,1182,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/hillshade-con/local_rast1-small/5/true
localhost,m1.small,local,PNG,Hillshade,256x256,500,20,500,0,184.237,17181500,2.71,7369.493,368.475,91.07,25,31.9,7256,1345.9,7033,1330.8,7281,1345.4,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/hillshade/local_rast1-small/5/true
localhost,m1.large,cache,PNG,Weighted Overlay,256x256,500,20,500,0,18.207,19848500,27.46,728.268,36.413,1064.63,143,347.5,551,891,105,146.9,693,929.5,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/cache_rast1-small/cache_rast2-small/3/7/true
localhost,m1.large,cache,Text,Weighted Overlay,256x256,500,20,500,245,8.265,53708,60.49,330.611,16.531,6.35,12,11.8,314,88.9,313,87.3,326,89.3,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/cache_rast1-small/cache_rast2-small/3/7/false
localhost,m1.large,cache,Text,Weighted Overlay,1408x1408,500,20,500,54,186.912,54441,2.68,7476.464,373.823,0.28,14,13.7,7373,926.9,7373,926.7,7387,927.3,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/cache_rast1-med/cache_rast2-med/3/7/false
localhost,m1.large,local,PNG,Weighted Overlay,256x256,500,20,500,0,17.693,19848500,28.26,707.732,35.387,1095.52,130,372.1,563,678.5,106,143.4,693,739.8,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/local_rast1-small/local_rast2-small/3/7/true
localhost,m1.large,local,Text,Weighted Overlay,256x256,500,20,500,481,8.722,53731,57.33,348.873,17.444,6.02,14,14.3,330,92.9,330,92.9,344,93.3,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/local_rast1-small/local_rast2-small/3/7/false
localhost,m1.large,local,Text,Weighted Overlay,1408x1408,500,20,500,45,184.638,54453,2.71,7385.529,369.276,0.29,15,18.3,7280,938.9,7280,938.9,7295,938.9,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/local_rast1-med/local_rast2-med/3/7/false
localhost,m1.large,cache,PNG,Hillshade,256x256,500,20,500,0,52.095,18210500,9.6,2083.816,104.191,341.37,15,13.8,2044,290.5,1958,276,2059,289.6,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade-con/cache_rast1-small/5/true
localhost,m1.large,cache,PNG,Hillshade,256x256,500,20,500,0,45.342,17181500,11.03,1813.692,90.685,370.05,16,15.4,1776,297.9,1701,289.4,1791,297.1,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade/cache_rast1-small/5/true
localhost,m1.large,local,PNG,Hillshade,256x256,500,20,500,0,52.481,18210500,9.53,2099.253,104.963,338.86,16,14,2059,288.5,1973,281.4,2075,286.7,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade-con/local_rast1-small/5/true
localhost,m1.large,local,PNG,Hillshade,256x256,500,20,500,0,45.707,17181500,10.94,1828.29,91.415,367.09,15,13.6,1790,298.3,1722,296.7,1805,298.2,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade/local_rast1-small/5/true
localhost,m1.small,cache,PNG,Weighted Overlay,256x256,500,20,500,0,39.71,19848500,12.59,1588.392,79.42,488.12,39,56.2,1528,424,1375,413.5,1567,428.9,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/cache_rast1-small/cache_rast2-small/3/7/true
localhost,m1.small,cache,Text,Weighted Overlay,256x256,500,20,500,136,36.712,54020,13.62,1468.475,73.424,1.44,23,30,1427,480.3,1426,476.9,1450,481.1,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/cache_rast1-small/cache_rast2-small/3/7/false
localhost,m1.small,cache,Text,Weighted Overlay,1408x1408,500,20,500,386,786.711,54868,0.64,31468.445,1573.422,0.07,23,29.1,31063,3825.8,31060,3824.6,31085,3824.6,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/cache_rast1-med/cache_rast2-med/3/7/false
localhost,m1.small,local,PNG,Weighted Overlay,256x256,500,20,500,0,40.266,19848500,12.42,1610.621,80.531,481.39,37,36.5,1545,441,1385,429.7,1582,438,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/local_rast1-small/local_rast2-small/3/7/true
localhost,m1.small,local,Text,Weighted Overlay,256x256,500,20,500,137,37.464,54037,13.35,1498.574,74.929,1.41,21,28.9,1458,502.5,1458,502.5,1479,505.9,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/local_rast1-small/local_rast2-small/3/7/false
localhost,m1.small,local,Text,Weighted Overlay,1408x1408,500,20,500,493,786.914,54865,0.64,31476.573,1573.829,0.07,23,30.5,31061,3866.5,31055,3863.9,31084,3865.9,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/wo/local_rast1-med/local_rast2-med/3/7/false
localhost,m1.small,cache,PNG,Hillshade,256x256,500,20,500,0,216.65,18210500,2.31,8666.004,433.3,82.08,33,34.3,8536,1225.3,8270,1194.9,8569,1226.7,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/hillshade-con/cache_rast1-small/5/true
localhost,m1.small,cache,PNG,Hillshade,256x256,500,20,500,0,182.773,17181500,2.74,7310.917,365.546,91.8,25,30.4,7189,1323,6956,1306.9,7214,1322.6,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/hillshade/cache_rast1-small/5/true
localhost,m1.small,local,PNG,Hillshade,256x256,500,20,500,0,218.387,18210500,2.29,8735.472,436.774,81.43,31,35,8612,1147.4,8346,1117.4,8643,1148.4,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/hillshade-con/local_rast1-small/5/true
localhost,m1.small,local,PNG,Hillshade,256x256,500,20,500,0,182.83,17181500,2.73,7313.193,365.66,91.77,28,32.7,7193,1334.6,6970,1314,7221,1337.1,http://ec2-23-22-95-244.compute-1.amazonaws.com:8000/hillshade/local_rast1-small/5/true
localhost,m1.large,cache,PNG,Weighted Overlay,256x256,500,20,500,0,18.47,19848500,27.07,738.82,36.941,1049.42,111,307,586,660,98,132.9,697,696.5,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/cache_rast1-small/cache_rast2-small/3/7/true
localhost,m1.large,cache,Text,Weighted Overlay,256x256,500,20,500,289,8.668,53734,57.69,346.701,17.335,6.05,12,10.2,331,95.5,331,95.5,343,95.4,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/cache_rast1-small/cache_rast2-small/3/7/false
localhost,m1.large,cache,Text,Weighted Overlay,1408x1408,500,20,500,43,187.714,54448,2.66,7508.569,375.428,0.28,13,13.2,7409,959,7408,959.1,7422,959.6,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/cache_rast1-med/cache_rast2-med/3/7/false
localhost,m1.large,local,PNG,Weighted Overlay,256x256,500,20,500,0,17.895,19848500,27.94,715.785,35.789,1083.19,100,338.2,598,582.3,112,155.9,698,657.1,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/local_rast1-small/local_rast2-small/3/7/true
localhost,m1.large,local,Text,Weighted Overlay,256x256,500,20,500,279,8.796,53740,56.85,351.833,17.592,5.97,14,14,332,98.6,332,98.6,346,99.4,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/local_rast1-small/local_rast2-small/3/7/false
localhost,m1.large,local,Text,Weighted Overlay,1408x1408,500,20,500,49,187.951,54447,2.66,7518.023,375.901,0.28,14,15,7409,992.3,7409,992.3,7423,993.3,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/wo/local_rast1-med/local_rast2-med/3/7/false
localhost,m1.large,cache,PNG,Hillshade,256x256,500,20,500,0,52.096,18210500,9.6,2083.827,104.191,341.37,15,14.8,2035,283.5,1942,279.4,2051,283.8,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade-con/cache_rast1-small/5/true
localhost,m1.large,cache,PNG,Hillshade,256x256,500,20,500,0,44.334,17181500,11.28,1773.349,88.667,378.47,14,13.5,1738,278.5,1664,271.5,1752,278.2,http://ec2-54-242-167-125.compute-1.amazonaws.com:8000/hillshade/cache_rast1-small/5/true
