Server Type,Storage Type,Response Type,Test Name,Custom,Req/Connections,Connections,Completed,Failed,Total Time (s),Total transferred (bytes),req/sec,msec/req,msec/req concurrent,KB/sec,Connect mean (ms),Connect std (ms),Processing mean (ms),Processing std (ms),Waiting mean (ms),Waiting std (ms),Total mean (ms),Total std (ms),URL
m1.xlarge,cache,Text,Weighted Overlay,256x256,500,20,500,45,3.623,53455,138,144.927,7.246,14.41,0,0.2,143,20.3,143,20.3,143,20.3,http://localhost:8000/wo/cache_rast1-small/cache_rast2-small/3/7/false
m1.xlarge,cache,Text,Weighted Overlay,1408x1408,500,20,500,58,78.669,54437,6.36,3146.769,157.338,0.68,0,0.1,3106,344.7,3106,344.7,3106,344.6,http://localhost:8000/wo/cache_rast1-med/cache_rast2-med/3/7/false
m1.xlarge,local,PNG,Weighted Overlay,256x256,500,20,500,0,3.688,19848500,135.59,147.503,7.375,5256.38,0,0.3,145,22.3,145,22.3,145,22.3,http://localhost:8000/wo/local_rast1-small/local_rast2-small/3/7/true
m1.xlarge,local,Text,Weighted Overlay,256x256,500,20,500,56,3.573,53440,139.95,142.903,7.145,14.61,0,0.1,141,21.7,141,21.7,141,21.6,http://localhost:8000/wo/local_rast1-small/local_rast2-small/3/7/false
m1.xlarge,local,Text,Weighted Overlay,1408x1408,500,20,500,70,78.484,54419,6.37,3139.348,156.967,0.68,0,0.2,3101,325.1,3101,325.1,3101,325,http://localhost:8000/wo/local_rast1-med/local_rast2-med/3/7/false
m1.xlarge,cache,PNG,Hillshade,256x256,500,20,500,0,23.395,18210500,21.37,935.809,46.79,760.14,0,0.2,924,91.3,924,91.3,924,91.2,http://localhost:8000/hillshade-con/cache_rast1-small/5/true
m1.xlarge,cache,PNG,Hillshade,256x256,500,20,500,0,20.776,17181500,24.07,831.053,41.553,807.59,0,0.1,819,96.8,819,96.8,820,96.7,http://localhost:8000/hillshade/cache_rast1-small/5/true
m1.xlarge,local,PNG,Hillshade,256x256,500,20,500,0,23.309,18210500,21.45,932.364,46.618,762.95,0,0.1,921,82.8,920,82.8,921,82.7,http://localhost:8000/hillshade-con/local_rast1-small/5/true
m1.xlarge,local,PNG,Hillshade,256x256,500,20,500,0,20.835,17181500,24,833.415,41.671,805.3,0,0.2,821,93.8,821,93.8,821,93.7,http://localhost:8000/hillshade/local_rast1-small/5/true
m1.xlarge,cache,PNG,Weighted Overlay,256x256,500,20,500,0,3.598,19848500,138.96,143.922,7.196,5387.15,0,0.1,142,21.1,142,21.1,142,21.1,http://localhost:8000/wo/cache_rast1-small/cache_rast2-small/3/7/true
m1.xlarge,cache,Text,Weighted Overlay,256x256,500,20,500,65,3.606,53452,138.64,144.258,7.213,14.47,0,0.1,142,23.1,142,23.1,142,23.1,http://localhost:8000/wo/cache_rast1-small/cache_rast2-small/3/7/false
m1.xlarge,cache,Text,Weighted Overlay,1408x1408,500,20,500,447,77.901,54434,6.42,3116.027,155.801,0.68,0,0.1,3078,340.7,3078,340.6,3078,340.6,http://localhost:8000/wo/cache_rast1-med/cache_rast2-med/3/7/false
m1.xlarge,local,PNG,Weighted Overlay,256x256,500,20,500,0,3.66,19848500,136.63,146.384,7.319,5296.55,0,0.3,144,22.1,144,22.1,144,22.1,http://localhost:8000/wo/local_rast1-small/local_rast2-small/3/7/true
