Server Type,Storage Type,Response Type,Test Name,Custom,Req/Connections,Connections,Completed,Failed,Total Time (s),Total transferred (bytes),req/sec,msec/req,msec/req concurrent,KB/sec,Connect mean (ms),Connect std (ms),Processing mean (ms),Processing std (ms),Waiting mean (ms),Waiting std (ms),Total mean (ms),Total std (ms),URL
hp.xlarge,local,Text,Weighted Overlay,1408x1408,500,20,500,270,63.253,54224,7.9,2530.127,126.506,0.84,0,0.1,2500,286.3,2500,286.3,2500,286.2,http://localhost:8000/wo/local_rast1-med/local_rast2-med/3/7/false
hp.xlarge,cache,PNG,Hillshade,256x256,500,20,500,0,17.573,18210500,28.45,702.915,35.146,1012,0,0.1,693,66.7,693,66.6,693,66.6,http://localhost:8000/hillshade-con/cache_rast1-small/5/true
hp.xlarge,cache,PNG,Hillshade,256x256,500,20,500,0,15.429,17181500,32.41,617.159,30.858,1087.49,0,0.1,608,69.7,608,69.6,608,69.6,http://localhost:8000/hillshade/cache_rast1-small/5/true
hp.xlarge,local,PNG,Hillshade,256x256,500,20,500,0,17.426,18210500,28.69,697.029,34.851,1020.54,0,0.1,688,74.7,688,74.7,688,74.6,http://localhost:8000/hillshade-con/local_rast1-small/5/true
hp.xlarge,local,PNG,Hillshade,256x256,500,20,500,0,15.482,17181500,32.3,619.289,30.964,1083.75,0,0.1,610,67.7,610,67.7,610,67.7,http://localhost:8000/hillshade/local_rast1-small/5/true
hp.xlarge,cache,PNG,Weighted Overlay,256x256,500,20,500,0,2.951,19848500,169.42,118.052,5.903,6567.71,0,0.1,116,21.6,115,21.6,116,21.5,http://localhost:8000/wo/cache_rast1-small/cache_rast2-small/3/7/true
hp.xlarge,cache,Text,Weighted Overlay,256x256,500,20,500,454,2.814,53437,177.69,112.554,5.628,18.55,0,0.1,111,20,111,20,111,19.9,http://localhost:8000/wo/cache_rast1-small/cache_rast2-small/3/7/false
hp.xlarge,cache,Text,Weighted Overlay,1408x1408,500,20,500,259,63.46,54211,7.88,2538.42,126.921,0.83,0,0.1,2509,308.1,2509,308.1,2509,308,http://localhost:8000/wo/cache_rast1-med/cache_rast2-med/3/7/false
hp.xlarge,local,PNG,Weighted Overlay,256x256,500,20,500,0,2.93,19848500,170.64,117.206,5.86,6615.14,0,0.2,115,20.8,115,20.8,115,20.8,http://localhost:8000/wo/local_rast1-small/local_rast2-small/3/7/true
hp.xlarge,local,Text,Weighted Overlay,256x256,500,20,500,55,2.914,53440,171.56,116.576,5.829,17.91,0,0.1,115,21.6,115,21.6,115,21.5,http://localhost:8000/wo/local_rast1-small/local_rast2-small/3/7/false
hp.xlarge,local,Text,Weighted Overlay,1408x1408,500,20,500,293,64.502,54241,7.75,2580.062,129.003,0.82,0,0.1,2549,342.6,2549,342.8,2549,342.6,http://localhost:8000/wo/local_rast1-med/local_rast2-med/3/7/false
hp.xlarge,cache,PNG,Hillshade,256x256,500,20,500,0,17.716,18210500,28.22,708.635,35.432,1003.83,0,0.1,699,69,699,69,699,68.9,http://localhost:8000/hillshade-con/cache_rast1-small/5/true
hp.xlarge,cache,PNG,Hillshade,256x256,500,20,500,0,15.639,17181500,31.97,625.558,31.278,1072.89,0,0.1,617,68.3,617,68.3,617,68.3,http://localhost:8000/hillshade/cache_rast1-small/5/true
hp.xlarge,local,PNG,Hillshade,256x256,500,20,500,0,17.676,18210500,28.29,707.056,35.353,1006.07,0,0.2,698,65.8,698,65.8,698,65.7,http://localhost:8000/hillshade-con/local_rast1-small/5/true
hp.xlarge,local,PNG,Hillshade,256x256,500,20,500,0,15.545,17181500,32.17,621.782,31.089,1079.4,0,0.1,614,70.4,613,70.4,614,70.4,http://localhost:8000/hillshade/local_rast1-small/5/true
hp.xlarge,cache,PNG,Weighted Overlay,256x256,500,20,500,0,2.942,19848500,169.98,117.66,5.883,6589.58,0,0.1,116,22.3,116,22.2,116,22.2,http://localhost:8000/wo/cache_rast1-small/cache_rast2-small/3/7/true
hp.xlarge,cache,Text,Weighted Overlay,256x256,500,20,500,49,2.862,53442,174.68,114.496,5.725,18.23,0,0.1,113,20.2,113,20.2,113,20.1,http://localhost:8000/wo/cache_rast1-small/cache_rast2-small/3/7/false
hp.xlarge,cache,Text,Weighted Overlay,1408x1408,500,20,500,498,62.368,54175,8.02,2494.731,124.737,0.85,0,0.2,2463,318.1,2462,318.1,2463,318,http://localhost:8000/wo/cache_rast1-med/cache_rast2-med/3/7/false
hp.xlarge,local,PNG,Weighted Overlay,256x256,500,20,500,0,2.953,19848500,169.3,118.136,5.907,6563.04,0,0.1,117,20.2,116,20.2,117,20.1,http://localhost:8000/wo/local_rast1-small/local_rast2-small/3/7/true
hp.xlarge,local,Text,Weighted Overlay,256x256,500,20,500,43,2.851,53457,175.4,114.026,5.701,18.31,0,0.1,112,19.9,112,19.9,112,19.9,http://localhost:8000/wo/local_rast1-small/local_rast2-small/3/7/false
hp.xlarge,local,Text,Weighted Overlay,1408x1408,500,20,500,271,63.85,54229,7.83,2554.02,127.701,0.83,0,0.1,2521,301.8,2520,301.8,2521,301.7,http://localhost:8000/wo/local_rast1-med/local_rast2-med/3/7/false
hp.xlarge,cache,PNG,Hillshade,256x256,500,20,500,0,18.264,18210500,27.38,730.565,36.528,973.69,0,0.2,720,82.8,720,82.8,720,82.7,http://localhost:8000/hillshade-con/cache_rast1-small/5/true
hp.xlarge,cache,PNG,Hillshade,256x256,500,20,500,0,15.68,17181500,31.89,627.187,31.359,1070.1,0,0.1,619,69.6,619,69.6,619,69.5,http://localhost:8000/hillshade/cache_rast1-small/5/true
hp.xlarge,local,PNG,Hillshade,256x256,500,20,500,0,17.535,18210500,28.51,701.41,35.071,1014.17,0,0.1,693,68.2,693,68.2,693,68.2,http://localhost:8000/hillshade-con/local_rast1-small/5/true
hp.xlarge,local,PNG,Hillshade,256x256,500,20,500,0,15.668,17181500,31.91,626.703,31.335,1070.93,0,0.1,618,70.2,618,70.2,618,70.2,http://localhost:8000/hillshade/local_rast1-small/5/true
hp.xlarge,cache,PNG,Weighted Overlay,256x256,500,20,500,0,2.835,19848500,176.38,113.39,5.67,6837.74,0,0.1,112,20.4,112,20.4,112,20.4,http://localhost:8000/wo/cache_rast1-small/cache_rast2-small/3/7/true
hp.xlarge,cache,Text,Weighted Overlay,256x256,500,20,500,62,2.836,53436,176.32,113.427,5.671,18.4,0,0.1,112,18.1,112,18.1,112,18.1,http://localhost:8000/wo/cache_rast1-small/cache_rast2-small/3/7/false
hp.xlarge,cache,Text,Weighted Overlay,1408x1408,500,20,500,475,63.817,54221,7.83,2552.662,127.633,0.83,0,0.1,2518,303.3,2518,303.3,2518,303.3,http://localhost:8000/wo/cache_rast1-med/cache_rast2-med/3/7/false
hp.xlarge,local,PNG,Weighted Overlay,256x256,500,20,500,0,2.899,19848500,172.45,115.979,5.799,6685.11,0,0.1,114,18.3,114,18.3,115,18.3,http://localhost:8000/wo/local_rast1-small/local_rast2-small/3/7/true
hp.xlarge,local,Text,Weighted Overlay,256x256,500,20,500,55,2.881,53444,173.56,115.233,5.762,18.12,0,0.1,113,21,113,21,114,21,http://localhost:8000/wo/local_rast1-small/local_rast2-small/3/7/false
hp.xlarge,local,Text,Weighted Overlay,1408x1408,500,20,500,266,63.004,54212,7.94,2520.176,126.009,0.84,0,0.1,2490,287.3,2490,287.3,2490,287.2,http://localhost:8000/wo/local_rast1-med/local_rast2-med/3/7/false
hp.xlarge,cache,PNG,Hillshade,256x256,500,20,500,0,17.956,18210500,27.85,718.229,35.911,990.42,0,0.4,709,71.1,709,71.1,709,70.8,http://localhost:8000/hillshade-con/cache_rast1-small/5/true
hp.xlarge,cache,PNG,Hillshade,256x256,500,20,500,0,15.722,17181500,31.8,628.899,31.445,1067.19,0,0.1,620,73.9,620,73.9,620,73.8,http://localhost:8000/hillshade/cache_rast1-small/5/true
hp.xlarge,local,PNG,Hillshade,256x256,500,20,500,0,17.707,18210500,28.24,708.292,35.415,1004.31,0,0.1,699,68.4,699,68.3,699,68.3,http://localhost:8000/hillshade-con/local_rast1-small/5/true
hp.xlarge,local,PNG,Hillshade,256x256,500,20,500,0,15.687,17181500,31.87,627.468,31.373,1069.62,0,0.1,619,69.6,619,69.6,619,69.5,http://localhost:8000/hillshade/local_rast1-small/5/true
hp.xlarge,cache,PNG,Weighted Overlay,256x256,500,20,500,0,2.982,19848500,167.7,119.263,5.963,6501.02,0,0.1,117,21.3,117,21.3,117,21.3,http://localhost:8000/wo/cache_rast1-small/cache_rast2-small/3/7/true
hp.xlarge,cache,Text,Weighted Overlay,256x256,500,20,500,461,2.948,53451,169.63,117.901,5.895,17.71,0,0.1,116,22.5,116,22.5,116,22.4,http://localhost:8000/wo/cache_rast1-small/cache_rast2-small/3/7/false
hp.xlarge,cache,Text,Weighted Overlay,1408x1408,500,20,500,268,64.137,54195,7.8,2565.464,128.273,0.83,0,0.1,2533,339.3,2532,339.1,2533,339.3,http://localhost:8000/wo/cache_rast1-med/cache_rast2-med/3/7/false
hp.xlarge,local,PNG,Weighted Overlay,256x256,500,20,500,0,2.93,19848500,170.66,117.189,5.859,6616.05,0,0.2,116,19.8,115,19.8,116,19.8,http://localhost:8000/wo/local_rast1-small/local_rast2-small/3/7/true
hp.xlarge,local,Text,Weighted Overlay,256x256,500,20,500,452,2.81,53445,177.9,112.42,5.621,18.57,0,0.1,111,18.6,111,18.6,111,18.6,http://localhost:8000/wo/local_rast1-small/local_rast2-small/3/7/false
hp.xlarge,local,Text,Weighted Overlay,1408x1408,500,20,500,265,63.457,54214,7.88,2538.266,126.913,0.83,0,0.1,2507,316.4,2507,316.4,2507,316.3,http://localhost:8000/wo/local_rast1-med/local_rast2-med/3/7/false
hp.xlarge,cache,PNG,Hillshade,256x256,500,20,500,0,17.968,18210500,27.83,718.702,35.935,989.77,0,0.1,710,75,710,75.1,710,75,http://localhost:8000/hillshade-con/cache_rast1-small/5/true
hp.xlarge,cache,PNG,Hillshade,256x256,500,20,500,0,15.797,17181500,31.65,631.894,31.595,1062.13,0,0.1,622,75.7,622,75.7,622,75.7,http://localhost:8000/hillshade/cache_rast1-small/5/true
hp.xlarge,local,PNG,Hillshade,256x256,500,20,500,0,17.716,18210500,28.22,708.631,35.432,1003.83,0,0.1,699,64.2,699,64.2,699,64.2,http://localhost:8000/hillshade-con/local_rast1-small/5/true
hp.xlarge,local,PNG,Hillshade,256x256,500,20,500,0,15.764,17181500,31.72,630.571,31.529,1064.36,0,0.1,621,74.5,621,74.5,621,74.5,http://localhost:8000/hillshade/local_rast1-small/5/true
